JA,JB,length,DGC_AB,DGC_BA,EGC_AB,EGC_BA,AB capacity,BA capacity,DFFTT_AB,DFFTT_BA,EFFTT_AB,EFFTT_BA
3000069,3000135,0.321868805,0.389020721,0.004736246,0.257234252,0.004654269,112000,89600,1610.411113,28.24594888,1265.098857,27.90407733
3000070,3000274,12.95521951,18.31880551,0.190633898,15.13308576,0.187420748,112000,89600,75833.51324,1136.899452,74425.73822,1123.139122
3000071,3000279,1.818558712,0.033650942,0.934305443,0.067778545,0.769981421,112000,89600,196.5624403,3867.701095,406.1706207,3786.830879
3000073,3000157,49.50342181,0.301805934,11.96378004,0.296263788,9.387054736,156799.9973,125439.9978,1799.905494,49525.90775,1775.403866,46166.29357
3000075,3000073,34.71354959,0.211636992,12.61131602,0.207749053,10.3908363,156799.9973,125439.9978,1262.157369,52206.48253,1244.975961,51102.97233
3000076,3000115,30.7062834,0.187206019,6.431272075,0.183766282,5.297524842,156799.9973,125439.9978,1116.456321,26623.24002,1101.258303,26053.65522
3000077,3000287,15.72329162,44.93945427,0.140453818,37.13460241,0.135796668,112000,89600,186033.7836,837.6362768,182630.9743,813.7887755
3000077,3000232,3.604930575,0.021978065,5.317226063,0.021569541,4.397505943,156799.9973,125439.9978,131.0724413,22011.47519,129.2881875,21627.28946
3000078,3000073,42.74417578,4.208697243,0.381827345,3.397732384,0.369173099,112000,89600,17422.54962,2277.135928,16710.3226,2212.305878
3000078,3000080,53.39803441,27.9765467,0.988086954,23.06690374,1.990194297,112000,89600,115813.2185,5771.629963,113444.8959,11926.3198
3000079,3000288,4.634910904,2.937082851,0.028257514,2.419747699,0.027733789,156799.9973,125439.9978,12158.50625,168.5217162,11900.51469,166.2276756
3000079,3000289,0.354055678,0.006551511,1.195030279,0.013195135,0.992239698,112000,89600,38.26879364,4947.011659,79.07746588,4879.914995
3000079,3000290,0.418429425,0.637087551,0.002551025,0.527356058,0.002498902,537600.0213,537600.0213,2637.321915,15.2137649,2593.579709,15.00666402
3000081,3000289,3.057753562,1.601904111,0.056581229,1.320781167,0.113964507,112000,89600,6631.328472,330.5032156,6495.708519,682.9417461
3000082,3000238,5.680984274,0.694793562,0.034635076,0.558179717,0.03399435,156799.9973,125439.9978,2876.204822,206.5561215,2745.173164,203.7443287
3000083,3000239,2.414016,2.216305254,0.014717454,1.829633425,0.01444213,156799.9973,125439.9978,9174.736514,87.77172371,8998.285007,86.57691091
3000084,3000116,32.75015101,0.199666802,27.16773523,0.195998464,22.37285993,156799.9973,125439.9978,1190.769741,112465.019,1174.560113,110031.5324
3000085,3000155,21.1306869,0.128826785,18.82579306,0.126458053,15.52959747,156799.9973,125439.9978,768.2951614,77932.26617,757.8365666,76375.81485
3000087,3000147,13.0678731,0.192291577,11.38918959,0.189050505,9.39001502,112000,89600,1146.785491,47147.30221,1132.905507,46180.8524
3000088,3000216,59.15948274,1.094697843,39.28215842,2.204928915,32.39931197,112000,89600,6394.367263,162614.5372,13213.12513,159342.4335
3000090,3000092,3.073846986,1.640084854,0.056879024,1.352866281,0.114564324,112000,89600,6789.383534,332.2427045,6653.505701,686.5361729
3000091,3000153,2.671510986,2.498193052,0.049434126,2.063316543,0.099568882,112000,89600,10341.65441,288.7554387,10147.55746,596.6754157
3000093,3000087,29.40271562,0.432656066,35.5365119,0.425366406,23.49806108,112000,89600,2580.267455,147108.8573,2549.037489,115565.3625
3000093,3000131,3.363528822,10.42672752,0.049493767,8.635220571,0.048657915,112000,89600,43163.04241,295.1701491,42468.71231,291.5975916
3000097,3000182,13.05177929,0.053554317,3.154115951,0.048612164,2.474794981,537600.0213,537600.0213,319.3863934,13056.94815,291.3614766,12171.24174
3000099,3000298,11.00791321,0.362477785,0.362477785,0.418890346,0.418890346,112000,89600,2047.188268,2047.188268,2456.018043,2456.018043
3000103,3000104,66.64293479,0.595311393,16.85711188,0.575584076,13.88742507,112000,89600,3550.308747,69782.60762,3449.231472,68299.47838
3000103,3000099,33.87668997,4.143836292,0.626860441,3.329053057,1.262615361,112000,89600,17154.04774,3661.627643,16372.55207,7566.27548
3000104,3000183,4.634910904,0.041402968,5.656102979,0.040027532,3.733562617,112000,89600,246.9183684,23414.30831,239.8886035,18361.96257
3000105,3000106,4.425696,0.133994316,0.018159603,0.107797529,0.016481763,537600.0213,537600.0213,554.6900807,108.299953,530.157869,98.79705232
3000105,3000160,34.02153118,30.30985951,0.139597814,25.00291272,0.126729048,537600.0213,537600.0213,125472.3257,832.5312512,122966.3444,759.479864
3000106,3000053,37.9483314,0.155710337,9.170811167,0.141357232,7.195635302,156799.9973,125439.9978,928.6228669,37963.98349,847.1398132,35388.71578
3000107,3000183,27.90602521,0.516378173,24.59511825,1.040083049,20.28339171,112000,89600,3016.276779,101815.2752,6232.742174,99755.35888
3000110,3000105,57.80763353,0.850629704,14.62079645,0.836299891,12.04504933,112000,89600,5072.97208,60525.0359,5011.571955,59238.52568
3000112,3000097,30.27175978,2.981902597,0.560154156,2.407328561,1.12825621,112000,89600,12344.04448,3271.981782,11839.4366,6761.123179
3000113,3000076,38.28629523,0.233418836,12.18268616,0.229131295,10.03793113,156799.9973,125439.9978,1392.059592,50432.10333,1373.10986,49367.35621
3000115,3000075,22.0641063,0.134517534,7.019874671,0.132044401,5.784011956,156799.9973,125439.9978,802.2335569,29059.851,791.3129679,28446.2381
3000116,3000235,17.01076559,0.103708992,6.178886306,0.101801062,5.090946551,156799.9973,125439.9978,618.4980619,25578.45031,610.0786147,25037.68644
3000118,3000091,10.21933425,0.189100422,8.362480133,0.38088338,5.906084705,112000,89600,1104.576534,34617.77284,2282.463199,29046.6017
3000121,3000209,8.465149808,3.075144806,0.156640674,2.533698585,0.31550327,112000,89600,12730.03495,914.9721111,12460.93438,1890.670413
3000122,3000260,66.70731003,32.83392821,1.234364213,24.58288571,2.486243564,112000,89600,135921.0964,7210.188794,120900.6177,14898.91382
3000123,3000124,7.386889206,0.030310029,1.225303161,0.027509216,1.00907225,134400.0054,107520.0043,180.7624731,5072.330913,164.9012674,4962.699
3000124,3000042,26.77948318,0.1098821,3.875405581,0.099750845,3.100014217,156799.9973,125439.9978,655.3131463,16042.83752,597.8119602,15246.12052
3000124,3000125,57.69497994,52.97028777,0.848972025,43.72874039,0.834670133,112000,89600,219278.6542,5063.086041,215061.4776,5001.805571
3000126,3000003,4.522256548,0.018555812,2.323353499,0.016837837,1.914725978,134400.0054,107520.0043,110.6628588,9617.87919,100.9526223,9416.777077
3000129,3000091,4.425696,0.234387369,0.06512338,0.188955823,0.06402427,112000,89600,970.282567,388.381791,929.3005228,383.6810574
3000130,3000149,1.384035863,0.025610452,3.666428419,0.051583468,3.023802854,112000,89600,149.5961967,15177.74441,309.1210099,14871.3067
3000131,3000132,7.821412055,0.115090776,4.018408651,0.113150039,3.311659275,112000,89600,686.3765659,16634.82073,678.0690873,16287.00787
3000132,3000135,0.482803219,0.389468209,0.007104369,0.275545845,0.006982504,112000,89600,1612.263559,42.36892432,1355.156762,41.856117
3000132,3000069,0.370149127,0.012169599,0.012169599,0.014063031,0.014063031,112000,89600,68.73099813,68.73099813,82.45426223,82.45426223
3000133,3000132,0.289681932,0.258082538,0.005360327,0.212895003,0.010795864,112000,89600,1068.372366,31.31083263,1047.03485,64.69974786
3000133,3000149,4.119920548,3.417621956,0.07623576,2.814439867,0.153552473,112000,89600,14147.77179,445.3095913,13841.64264,920.1741331
3000134,3000148,1.673717699,0.030970777,5.147241668,0.062380184,4.261875111,112000,89600,180.9070189,21307.79864,373.8207363,20960.24607
3000135,3000129,4.811938575,6.425020666,0.070806875,5.299945257,0.069612035,112000,89600,26597.36135,422.2769304,26065.55891,417.1659509
3000136,3000065,36.25852143,0.670934284,7.593940706,1.351388468,6.255226379,112000,89600,3919.072509,31436.28566,8098.251686,30763.70874
3000137,3000138,9.479035945,4.664320396,0.084674814,3.49226472,0.081865712,112000,89600,19308.67175,504.9823261,17175.24005,490.6054814
3000138,3000139,45.83411638,59.40496675,0.409429323,48.96719984,0.395860579,112000,89600,245915.9976,2441.748173,240824.6443,2372.231613
3000139,348,6.582217206,0.058797964,3.238854093,0.056846204,2.424993155,112000,89600,350.6583765,13407.73472,340.675134,11926.31228
3000141,3000016,33.24904679,0.489254188,21.07100133,0.481011216,17.35960317,112000,89600,2917.806452,87226.65116,2882.491122,85375.93069
3000142,3000018,40.45890718,0.24666453,19.90880408,0.242133988,14.90608105,156799.9973,125439.9978,1471.054054,82415.55687,1451.028992,73309.31073
3000142,3000300,12.72991079,11.57502612,0.077610041,9.553227777,0.076180913,156799.9973,125439.9978,47916.60112,462.8495473,46983.54592,456.5489012
3000143,3000019,15.11174071,8.063279673,0.134990925,6.651209155,0.130514769,112000,89600,33379.18651,805.056761,32711.18394,782.1367984
3000143,3000293,5.133807452,0.094996908,4.42267279,0.191340995,3.645332391,224000,224000,554.8975209,18308.33431,1146.623282,17928.03919
3000144,3000174,68.17181282,14.27851104,0.279723919,11.76140588,0.253946271,156799.9973,125439.9978,59108.09279,1668.213118,57843.54431,1521.83389
3000145,3000082,7.402982247,0.136986132,11.83936086,0.275915282,9.814135153,112000,89600,800.1656732,49010.85542,1653.437898,48266.70946
3000146,3000030,20.21336132,27.72703688,0.123234156,22.88725071,0.120968023,156799.9973,125439.9978,114780.3342,734.9419246,112561.3478,724.9373584
3000147,3000281,16.2865611,0.239654035,14.03075089,0.235615212,11.56467386,112000,89600,1429.244975,58082.45151,1411.946275,56876.00025
3000148,3000133,6.03504,0.873375191,0.111673479,0.698630142,0.224930783,112000,89600,3615.470946,652.3089862,3435.919666,1347.911358
3000150,3000130,4.071640274,0.075342373,1.694223026,0.151753022,1.395319252,112000,89600,440.0911244,7013.496821,909.3908525,6862.292856
3000151,3000150,2.478389699,0.045860574,3.442616318,0.092371069,2.842615989,112000,89600,267.8815504,14251.2398,553.5422507,13980.21507
3000152,3000233,18.21777359,1.793694646,0.337105,1.448071296,0.678992765,112000,89600,7425.274895,1969.10334,7121.731886,4068.894976
3000152,3000134,3.347435397,10.53476507,0.061941554,8.728520898,0.124761223,112000,89600,43610.28049,361.8140377,42927.57086,747.6414723
3000156,3000155,15.80375759,15.03452475,0.096350265,12.42296037,0.094577335,156799.9973,125439.9978,62237.72781,574.6122001,61097.12263,566.7901592
3000157,3000258,38.81737863,0.236656675,5.618155192,0.232309734,4.494070791,156799.9973,125439.9978,1411.369366,23257.21761,1392.156776,22102.20336
3000158,3000252,20.9858457,31.67810346,0.086109534,26.2155283,0.078168286,156799.9973,125439.9978,131136.382,513.5386848,128930.0858,468.4776577
3000159,3000158,29.25787441,12.17484934,0.120051484,10.02690865,0.108983391,156799.9973,125439.9978,50399.66159,715.9611559,49313.14674,653.1383423
3000160,3000180,55.55455562,47.28398159,0.227952542,38.96204556,0.206944245,537600.0213,537600.0213,195739.3151,1359.459792,191618.4874,1240.17247
3000161,3000267,0.177027839,0.002604935,0.033653506,0.002558857,0.027710172,112000,89600,15.53527155,139.3138651,15.34724221,136.2810065
3000162,3000268,0.24140161,0.007936695,0.007936695,0.009171507,0.009171507,112000,89600,44.82456501,44.82456501,53.77452006,53.77452006
3000162,3000161,1.544970205,0.117645443,0.02858841,0.095382363,0.057581643,112000,89600,487.0114094,166.9910967,469.0985249,345.0652998
3000162,3000266,1.303568644,0.042911519,0.042911519,0.049589462,0.049589462,224000,224000,242.3540475,242.3540475,290.7511014,290.7511014
3000163,3000062,30.78674937,0.453021892,10.84597445,0.4453892,8.335567359,112000,89600,2701.724849,44898.57956,2669.024838,40994.99368
3000166,3000256,50.17934641,26.77390109,0.205896878,22.08514606,0.186920422,156799.9973,125439.9978,110834.6819,1227.92457,108616.5324,1120.178953
3000166,3000280,33.6674766,6.400348706,0.622989118,5.270030031,1.254817781,112000,89600,26495.22798,3639.014411,25918.43354,7519.548188
3000167,3000255,56.89030794,0.58593384,0.58593384,0.481408828,0.481408828,156799.9973,125439.9978,2425.563261,2425.563261,2367.61014,2367.61014
3000168,3000002,35.003232,0.312678649,12.33141425,0.302315411,9.477187562,134400.0054,107520.0043,1864.748021,51047.78611,1811.658652,46609.57405
3000169,3000168,68.96038794,0.616012857,42.17271883,0.595599666,30.89214006,134400.0054,107520.0043,3673.767809,174580.4567,3569.175654,151930.0402
3000171,3000003,26.77948318,4.442207108,0.1098821,3.658287704,0.099750845,134400.0054,107520.0043,18389.19963,655.3131463,17991.7546,597.8119602
3000172,3000269,54.52457644,0.802320065,5.368086869,0.788803957,4.333720704,112000,89600,4784.863816,22222.02132,4726.950776,21313.58877
3000172,3000005,1.593250575,2.096702644,0.023444417,1.728937068,0.023047328,112000,89600,8679.623112,139.8174461,8503.052179,138.125182
3000173,3000200,48.85968482,41.0667798,0.297881283,33.82910756,0.292411138,134400.0054,107520.0043,170002.2519,1776.499724,166374.2837,1752.316712
3000174,3000011,5.439582904,0.033163332,4.686026657,0.032549606,3.86239721,156799.9973,125439.9978,197.7789575,19398.52815,195.0866459,18995.58151
3000174,3000175,1.142634205,0.004688479,3.080847769,0.004248009,2.541968113,134400.0054,107520.0043,27.96107792,12753.64324,25.50760182,12501.60452
3000175,3000247,7.547823452,0.030970377,5.151274043,0.028108732,4.251595932,134400.0054,107520.0043,184.7006494,21324.49128,168.493884,20909.69227
3000175,3000011,5.648797425,0.034438843,1.572043951,0.033801718,1.29480088,134400.0054,107520.0043,205.3858329,6507.717748,202.589971,6367.935416
3000176,3000021,47.2020594,20.62662597,0.287775291,17.00722394,0.282490546,156799.9973,125439.9978,85387.09101,1716.229767,83642.90118,1692.867194
3000177,3000090,39.54158159,0.731684627,19.89620929,1.47375122,16.38888675,112000,89600,4273.928425,82363.4188,8831.515107,80601.86895
3000179,3000273,11.36196855,16.33608301,0.167189476,13.50111528,0.164371212,112000,89600,67625.72846,997.0819719,66399.57556,985.0139067
3000179,3000243,9.527316603,0.140192878,6.326088326,0.137829332,5.217657175,112000,89600,836.0800845,26187.81571,825.9606869,25660.8595
3000180,3000196,21.01803332,19.99546363,0.086241606,16.52217204,0.078288192,156799.9973,125439.9978,82774.29741,514.326339,81257.37673,469.1961982
3000181,3000284,19.9880526,0.082015369,16.58159123,0.074451289,13.65509199,156799.9973,125439.9978,489.1219726,68642.04748,446.2034172,67156.84547
3000182,3000071,45.96286378,29.12682515,0.188595724,23.9964668,0.171213108,156799.9973,125439.9978,120574.973,1124.744218,118016.5622,1026.052277
3000183,3000106,44.73976197,0.399653619,8.507983277,0.386408759,7.005502026,112000,89600,2383.447979,35220.10548,2315.591225,34453.62499
3000184,3000195,72.71016241,25.61473707,1.345442087,19.68597563,2.709975539,112000,89600,106036.1442,7859.018719,96817.21842,16239.63615
3000185,3000045,0.788578575,0.286426873,0.003235711,0.235994378,0.002929075,156799.9973,125439.9978,1185.708099,19.2970829,1160.639487,17.60383875
3000186,3000185,0.514990068,1.649303957,0.007577993,1.367226588,0.007448151,112000,89600,6827.547428,45.19351645,6724.130811,44.646522
3000187,343,0.337962229,0.004973058,0.180323463,0.004887092,0.148744449,112000,89600,29.65824489,746.4767124,29.29927979,731.537265
3000188,3000187,17.8959051,0.263335264,0.541789344,0.258897716,0.435866646,112000,89600,1570.474717,2242.820329,1551.46666,2143.628286
3000189,3000043,16.7693646,3.516674092,0.310303377,2.896815794,0.625009195,112000,89600,14557.81334,1812.549249,14246.7742,3745.396386
3000190,3000191,0.692017932,0.010182929,1.741295517,0.01000921,1.43433124,112000,89600,60.72879019,7208.360642,59.99376637,7054.15691
3000191,3000068,48.32860143,0.198302865,6.994456658,0.180025995,5.595002434,134400.0054,107520.0043,1182.635514,28954.62923,1078.863836,27516.67411
3000192,3000062,20.14898762,2.916846869,0.296488999,2.333238782,0.291492874,112000,89600,12074.73629,1768.196437,11475.057,1746.795278
3000192,3000136,3.283061699,0.060750372,0.250022196,0.122361954,0.202708516,112000,89600,354.8560819,1035.005339,733.263765,996.9372148
3000193,3000308,31.88110378,6.060811247,0.13081517,4.990456927,0.118755491,156799.9973,125439.9978,25089.66044,780.1534587,24543.47043,711.6980195
3000194,3000193,33.84450543,4.897759315,0.138871438,3.917815711,0.126069588,156799.9973,125439.9978,20275.02806,828.1993042,19268.13433,755.5280285
3000196,3000254,18.76495079,28.57101087,0.076996714,23.649963,0.069894969,156799.9973,125439.9978,118274.0943,459.1917947,116312.4285,418.8994963
3000197,3000297,4.844125425,0.01987651,3.907721716,0.018036869,2.764679028,537600.0213,537600.0213,118.5392209,16176.61513,108.1378642,13596.91482
3000199,3000117,9.479035945,4.045858992,0.175401807,3.334044913,0.353291763,112000,89600,16748.45564,1024.559958,16397.10226,2117.119391
3000200,344,12.44022915,11.63320476,0.075843949,9.608139243,0.07444722,134400.0054,107520.0043,48157.44053,452.3169506,47253.60495,446.159682
3000201,3000194,72.34001403,5.508643185,0.296826964,4.466198333,0.269473727,156799.9973,125439.9978,22803.87581,1770.211989,21965.12453,1614.882755
3000204,3000249,20.7283509,0.085052976,8.390046779,0.077209062,6.382714135,156799.9973,125439.9978,507.2376025,34731.88921,462.7294709,31390.70377
3000204,3000271,48.84359101,0.903810703,7.069474068,1.820445892,5.655007749,112000,89600,5279.354127,29265.17534,10909.09606,27811.7851
3000209,3000223,56.76156362,38.22466232,1.050326311,31.53809208,2.115556206,112000,89600,158236.8695,6135.183531,155106.8845,12677.55579
3000216,3000081,42.87292318,0.793328379,13.64020872,1.597913466,11.23882012,112000,89600,4634.002932,56465.74217,9575.562067,55273.4253
3000217,3000285,0.965606438,0.005886982,0.233348248,0.005773659,0.183090645,156799.9973,125439.9978,35.10869087,965.9809681,34.63076573,900.4546997
3000219,3000012,0.56327039,0.344455752,0.003434073,0.252319726,0.003365749,156799.9973,125439.9978,1425.927569,20.4800685,1240.928845,20.20127885
3000224,3000223,1.947306301,0.323010201,0.03603331,0.266008128,0.072577089,112000,89600,1337.150412,210.4783728,1308.249625,434.9260784
3000225,3000237,2.784165151,1.216640417,0.051518699,1.003153681,0.103767609,112000,89600,5036.470149,300.9318823,4933.590897,621.8364467
3000226,3000163,94.67771047,58.97031413,1.393166748,48.56390614,1.369698693,112000,89600,244116.6862,8308.545992,238841.2133,8207.984476
3000227,3000199,8.674363945,0.16051201,2.664546516,0.323300878,2.065277678,112000,89600,937.5854262,11030.30017,1937.397877,10157.20254
3000229,3000026,14.66112329,0.089384003,13.33081195,0.087738873,11.00232759,156799.9973,125439.9978,533.0669153,55184.94661,525.8104192,54110.33584
3000231,3000056,0.177027839,0.00278295,0.00278295,0.002800282,0.002800282,112000,89600,14.21131884,14.21131884,15.67536136,15.67536136
3000231,3000225,0.852952274,0.028113412,0.028113412,0.032489225,0.032489225,112000,89600,158.7778588,158.7778588,190.4898277,190.4898277
3000232,3000217,2.623230712,0.015992967,0.079432399,0.015695692,0.064269138,156799.9973,125439.9978,95.37860614,328.8226338,94.08024291,316.0817225
3000233,3000094,10.60557721,33.85067288,0.196247532,28.05843427,0.39527902,112000,89600,140130.0673,1146.324352,137993.6463,2368.729615
3000235,3000085,14.56456351,0.08879531,2.769076169,0.08716098,2.280055201,156799.9973,125439.9978,529.5560777,11463.01675,522.3473736,11213.4958
3000238,3000083,4.361322301,0.026589535,2.667071762,0.02609641,1.953675724,156799.9973,125439.9978,158.5742497,11040.75381,156.4156212,9608.335075
3000239,3000240,26.32886882,83.74913041,0.160518375,69.41166187,0.15756824,156799.9973,125439.9978,346692.4077,957.2969689,341372.16,944.2655435
3000240,3000276,28.30836121,0.172586684,43.81209432,0.169415148,36.28284425,156799.9973,125439.9978,1029.269756,181366.9037,1015.258584,178441.9589
3000243,3000244,49.18155178,7.117805499,0.723698347,5.693672091,0.711506506,112000,89600,29465.25073,4315.980846,28001.93946,4263.742876
3000244,3000069,50.38855978,12.17896845,0.741459269,9.55587102,0.728968271,112000,89600,50416.71329,4421.903152,46996.5457,4368.383164
3000246,3000061,15.70719781,10.11793654,0.290648849,8.338997366,0.585421236,112000,89600,41884.75466,1697.742895,41011.86269,3508.164043
3000247,3000251,52.06227594,0.213622951,14.48906621,0.193934744,11.93380405,134400.0054,107520.0043,1274.001205,59979.7183,1162.212542,58691.41242
3000248,3000259,29.51536921,0.121108042,38.84213936,0.109942615,32.02915922,156799.9973,125439.9978,722.2622383,160793.0106,658.8865291,157521.9923
3000249,3000270,29.20959299,2.875647362,0.119853375,2.321544252,0.108803532,156799.9973,125439.9978,11904.18459,714.779675,11417.54244,652.0605317
3000250,340,0.305775356,0.208688372,0.005658123,0.17224064,0.011395681,112000,89600,863.8976155,33.05032153,847.0934218,68.29417457
3000251,3000123,34.05371879,0.139729887,9.47781517,0.126848954,7.806337988,134400.0054,107520.0043,833.3189051,39234.87379,760.1984043,38392.2009
3000252,3000282,26.2805874,23.1649297,0.107835021,19.10397535,0.09789235,156799.9973,125439.9978,95894.78975,643.104809,93954.89397,586.6748571
3000253,3000278,24.62296351,0.101033427,35.77848357,0.09171734,29.57784793,156799.9973,125439.9978,602.5415644,148110.5362,549.6708798,145466.2454
3000254,3000296,22.94924581,0.094165795,67.66120869,0.085482378,55.95691863,537600.0213,537600.0213,561.5844927,280093.9811,512.3076323,275200.6459
3000255,3000048,25.2827943,2.489157091,0.103740857,2.009526246,0.094175353,156799.9973,125439.9978,10304.24866,618.6880967,9883.012685,564.4006166
3000256,3000165,25.6207566,20.667829,0.105127591,14.62233056,0.095434336,156799.9973,125439.9978,85557.65729,626.9582764,71913.80287,571.9451201
3000257,3000165,16.54405589,8.499961461,0.067883894,7.005008196,0.061621653,156799.9973,125439.9978,35186.89794,404.8449048,34451.19621,369.3213351
3000258,338,49.22983321,0.300137955,12.4516587,0.294626409,10.25805594,156799.9973,125439.9978,1789.958028,51545.55651,1765.591812,50449.94783
3000259,3000306,15.64282411,0.064185943,7.697257321,0.058264369,5.763084973,156799.9973,125439.9978,382.7911172,31863.98068,349.2026818,28343.31748
3000260,3000246,23.11017929,0.427634966,4.393804641,0.861337344,3.617855399,112000,89600,2497.908485,18188.83017,5161.60177,17792.90524
3000261,3000172,35.51822159,0.657235641,44.92370838,1.323796794,37.00897609,112000,89600,3839.055767,185968.601,7932.907535,182013.1339
3000262,3000250,57.66279847,1.067002924,24.6126554,2.14914608,20.28241005,112000,89600,6232.595246,101887.873,12878.84438,99750.53106
3000264,3000065,1.416222712,3.907141267,0.026206043,3.22560042,0.052783103,112000,89600,16174.21228,153.0751746,15863.76343,316.3098635
3000265,3000055,1.657624274,0.05458364,0.05458364,0.063078429,0.063078429,112000,89600,308.2754108,308.2754108,369.8389556,369.8389556
3000265,3000224,3.379622247,0.111113721,0.111113721,0.128402389,0.128402389,112000,89600,627.5438557,627.5438557,752.8432156,752.8432156
3000266,3000056,0.225308161,0.007407582,0.007407582,0.008560066,0.008560066,224000,224000,41.83625913,41.83625913,50.1895502,50.1895502
3000267,3000056,1.400129288,0.020602669,0.074284483,0.020253446,0.059885747,112000,89600,122.8698764,307.5120459,121.3827352,294.5234609
3000267,3000266,0.869045795,0.016080982,0.085554782,0.032389302,0.069069333,112000,89600,93.93249779,354.1671805,194.0992433,339.6888379
3000268,3000057,16.54405589,0.186522551,0.186522551,0.174799098,0.174799098,112000,89600,832.7870984,832.7870984,921.4233706,921.4233706
3000269,3000006,23.6734503,0.34835088,2.330395338,0.342481218,1.881355382,112000,89600,2077.489513,9647.029966,2052.344861,9252.658022
3000270,3000167,56.74546674,6.940499768,0.232839112,5.575822958,0.211380648,156799.9973,125439.9978,28731.26639,1388.602241,27422.34794,1266.757782
3000271,3000184,34.16637238,9.509367537,0.632220777,7.832329658,1.273412098,112000,89600,39365.48966,3692.938527,38520.03003,7630.975335
3000272,3000070,23.85047759,20.78667347,0.350955807,17.13793371,0.345042269,112000,89600,86049.63228,2093.024736,84285.74236,2067.692056
3000272,3000273,19.32822181,0.284411566,12.64587231,0.279618868,10.42636543,112000,89600,1696.169236,52349.53362,1675.63985,51277.70744
3000274,3000275,10.7986983,17.38471975,0.158901048,14.41375889,0.15622239,112000,89600,71966.72155,947.6515753,70888.03057,936.1817852
3000275,336,14.03348011,12.50243704,0.206500324,10.31338756,0.203019926,112000,89600,51755.76126,1231.52339,50722.07316,1216.61779
3000276,3000084,19.36040789,0.118033982,26.72660329,0.11586325,22.06502203,156799.9973,125439.9978,703.9292085,110638.8854,694.3468101,108517.5607
3000277,3000253,12.39194849,4.365215221,0.050846886,3.354856932,0.04615415,156799.9973,125439.9978,18070.47987,303.2398609,16499.45747,276.6317396
3000278,3000071,1.110447356,0.473963117,0.004556409,0.390575716,0.004128106,156799.9973,125439.9978,1962.043227,27.17344266,1920.882984,24.78907849
3000278,3000279,1.335755493,0.024717063,0.470663147,0.049784013,0.361720564,112000,89600,144.3777194,1948.382497,298.3377078,1778.971036
3000279,3000072,36.24242762,0.670636481,44.64218891,1.350788637,29.41841562,112000,89600,3917.332978,184803.2079,8094.657173,144682.1444
3000280,3000120,17.5096629,4.872920313,0.324001991,4.013540795,0.652600811,112000,89600,20172.2032,1892.565825,19738.91793,3910.740193
3000281,3000084,0.418429425,1.139592579,0.006157119,0.940500299,0.00605121,112000,89600,4717.518774,36.71973165,4625.456453,36.27529867
3000282,3000277,31.18908537,46.22600189,0.127975667,38.23535455,0.116177572,156799.9973,125439.9978,191359.6453,763.2192722,188044.5623,696.2497422
3000284,3000097,4.860218849,0.019942545,6.147240612,0.01809682,5.064209721,537600.0213,537600.0213,118.9330386,25447.44809,108.4971259,24906.1925
3000285,3000113,14.1461337,0.428548986,0.086244283,0.346741923,0.084658209,156799.9973,125439.9978,1774.044449,514.3422988,1705.305698,507.3406958
3000286,3000285,2.317455452,1.581858815,0.042882618,1.305589495,0.086372898,112000,89600,6548.347889,250.4866606,6420.994636,517.5979819
3000287,3000078,43.48447562,0.388440333,70.00596605,0.375566988,58.04231794,112000,89600,2316.574362,289800.4648,2250.6215,285456.8081
3000288,3000077,6.018946575,0.03669552,0.458327052,0.036016994,0.371594009,537600.0213,537600.0213,218.844165,1897.31533,215.8650984,1827.529716
3000290,3000291,1.207008,0.644010488,0.007358727,0.531228612,0.007218404,537600.0213,537600.0213,2665.980479,43.88586186,2612.625276,43.28845546
3000291,3000288,6.292535178,1.520665124,0.116438217,1.193150295,0.234527872,224000,224000,6295.027193,680.1408512,5868.00965,1405.422273
3000291,3000292,2.912912548,10.64050974,0.017759061,8.857773952,0.017427937,537600.0213,537600.0213,44048.0268,105.9112099,43563.24781,104.4694692
3000292,3000156,6.517843507,0.039737129,17.01074491,0.039002803,14.02413531,156799.9973,125439.9978,236.9836652,70418.59516,233.7576705,68971.83032
3000293,3000014,0.209214712,0.003871347,0.134773193,0.007796775,0.111077424,112000,89600,22.61337732,557.9143652,46.72759195,546.2877882
3000293,3000302,1.142634205,0.021143511,0.972522734,0.042586201,0.801359567,112000,89600,123.5038309,4025.907453,255.2045426,3941.151116
3000294,3000181,12.37585545,0.050780853,10.26657592,0.0460942,8.454616761,156799.9973,125439.9978,302.8460526,42500.07024,276.2724865,41580.48821
3000295,3000294,16.57624351,0.068015967,14.92216039,0.061741559,12.31262336,537600.0213,537600.0213,405.6325589,61772.57827,370.0398756,60554.47629
3000296,3000197,6.340815452,0.026017758,9.654362745,0.023612364,7.991503259,156799.9973,125439.9978,155.1642986,39965.71963,141.5492334,39302.85858
3000297,3000295,8.722644603,0.035790926,11.03251292,0.032485196,9.088787699,156799.9973,125439.9978,213.449365,45670.78427,194.7200113,44699.39209
3000298,3000100,2.365735726,3.017297216,0.043776005,2.486192139,0.088172349,112000,89600,12490.56595,255.7051276,12227.29379,528.3812625
3000299,3000029,24.2689074,0.147959474,10.36015029,0.14523974,8.537454403,156799.9973,125439.9978,882.3983913,42887.43573,870.3865401,41987.89045
